,1,0
 GO:0051262,3,1
 GO:0071159,1,0
 GO:0043065,5,0
 GO:0043066,25,1
 GO:0051798,1,0
 GO:0071621,1,0
 GO:0071625,1,0
 GO:0071398,1,0
 GO:0007275,5,1
 GO:0006810,2,0
 GO:0006811,2,0
 GO:0006816,1,0
 GO:0052689,1,0
 GO:0008360,13,0
 GO:0008361,2,0
 GO:0097581,1,0
 GO:0051315,1,0
 GO:0051640,1,0
 GO:0002135,1,0
 GO:0002134,1,0
GO:0015629,19,0
 GO:0097368,1,0
 GO:0006491,1,0
 GO:0048873,1,0
 GO:0003334,1,0
 GO:0044297,1,0
 GO:0003682,5,0
 GO:0043113,2,0
 GO:0003684,4,0
 GO:0042627,2,0
 GO:0016239,1,1
 GO:0032410,1,0
 GO:0033512,1,0
 GO:0033116,1,0
 GO:0016234,2,0
 GO:0002009,4,0
 GO:0005070,2,0
 GO:0008104,3,0
 GO:0006783,2,0
 GO:0048255,2,0
 GO:0033270,1,0
 GO:0021795,1,0
 GO:0038033,1,0
 GO:0019882,1,0
 GO:1990138,1,0
 GO:0019884,1,0
 GO:0019886,1,0
 GO:0002481,1,0
 GO:0042731,1,0
 GO:0042730,5,0
 GO:0019863,1,0
 GO:0004416,1,0
 GO:0019865,1,0
 GO:0035731,1,0
 GO:0035730,1,0
 GO:0051091,2,0
 GO:0046696,1,0
 GO:0046697,2,0
 GO:0005783,23,1
 GO:0005782,1,0
 GO:0006470,2,0
 GO:0007034,2,0
 GO:0005789,6,0
 GO:0005788,13,0
 GO:0035066,1,0
 GO:0005890,1,0
 GO:0003069,1,0
 GO:0046676,2,0
 GO:0097332,1,0
 GO:0051099,1,0
GO:0005793,1,0
 GO:2000296,1,0
 GO:0072546,1,0
 GO:0004300,1,0
 GO:0005528,2,0
 GO:0036376,1,0
 GO:0005523,1,0
 GO:0005522,3,0
 GO:0005254,4,0
 GO:0005525,22,0
 GO:0005524,27,1
 GO:0035606,1,0
 GO:0050699,1,0
 GO:0005093,1,0
 GO:0046777,1,0
 GO:0060409,1,0
 GO:0005096,5,0
 GO:1903507,1,0
 GO:1903506,2,0
GO:0005662,1,0
 GO:0046898,1,0
 GO:0046961,3,0
 GO:0004784,3,0
 GO:0001570,1,0
 GO:0010634,1,0
 GO:0035198,1,0
 GO:0010633,1,0
 GO:0030665,1,0
 GO:0060395,4,0
 GO:0060394,1,0
 GO:0035196,1,0
 GO:0006801,2,0
GO:0031362,1,0
 GO:0030667,1,0
 GO:0046982,5,0
 GO:0046983,1,0
 GO:0016019,1,0
 GO:0048368,1,0
 GO:0010212,2,0
 GO:0035518,1,0
 GO:0090343,1,0
 GO:0031032,5,0
 GO:0048568,1,0
 GO:0030030,1,0
 GO:0030033,1,0
 GO:0030032,1,0
 GO:0060242,1,0
 GO:0030036,12,0
 GO:0060088,2,0
 GO:0034021,1,0
 GO:0045989,1,0
 GO:0060081,1,0
 GO:0045987,2,0
 GO:0060087,1,0
 GO:0001106,1,0
 GO:0032091,1,0
 GO:0001315,1,0
 GO:0032092,6,0
 GO:0030838,5,0
 GO:0045502,2,0
 GO:0045055,1,0
 GO:0045054,1,0
 GO:0022627,4,0
 GO:0031290,1,0
 GO:0031297,1,0
 GO:0031295,1,0
 GO:0004129,1,0
 GO:1902476,2,0
 GO:0004127,1,0
 GO:0045184,2,0
 GO:0001774,1,0
 GO:0001775,1,0
 GO:0001772,7,0
 GO:0030100,1,0
 GO:0001778,1,0
 GO:0060662,1,0
 GO:1900180,1,0
 GO:0031503,1,0
 GO:0071364,3,0
 GO:0071813,1,0
 GO:0071363,3,1
 GO:0001958,2,0
 GO:0000422,1,0
 GO:0070541,1,0
 GO:0001957,2,0
 GO:0090637,1,0
 GO:0070542,1,1
 GO:0035865,1,0
 GO:0000139,4,0
 GO:0001951,1,0
 GO:0001798,1,0
 GO:0045618,1,0
 GO:0045617,1,0
 GO:2000573,1,0
 GO:0048148,1,0
 GO:0048146,2,1
 GO:0048147,3,0
 GO:0042826,4,0
 GO:0000226,1,0
 GO:0044691,1,0
 GO:0031616,1,0
 GO:0048384,1,0
 GO:0031345,1,0
 GO:0031346,1,0
 GO:0048387,1,0
 GO:0007021,1,0
 GO:0000049,1,0
 GO:0007023,1,0
 GO:0008083,1,0
 GO:0008081,1,0
 GO:0004165,1,0
 GO:0051496,4,0
 GO:0036344,1,0
 GO:0051495,1,0
 GO:0051493,1,0
 GO:0000045,1,0
 GO:0051491,2,0
 GO:0015758,2,0
 GO:0070389,1,0
 GO:0071709,1,0
 GO:0043589,2,0
 GO:0043588,3,1
 GO:0051018,1,0
GO:0005911,3,0
 GO:0030316,2,0
 GO:2000623,1,0
 GO:0002376,1,0
 GO:0051012,1,0
 GO:0051010,1,0
 GO:0051011,1,0
 GO:0071498,1,0
 GO:2000628,1,0
 GO:0051015,11,0
 GO:0008177,1,0
 GO:0016491,4,0
 GO:0043277,1,0
 GO:0016485,1,0
 GO:0008179,1,0
 GO:0016480,1,0
 GO:0051272,2,0
 GO:0006310,2,0
 GO:0051271,3,0
 GO:0051276,1,0
 GO:0097178,1,0
 GO:1902904,1,0
 GO:1902902,1,0
 GO:0071638,1,0
 GO:0032717,1,0
 GO:0051781,1,1
 GO:0051787,1,0
 GO:0043292,1,0
 GO:0043297,3,0
 GO:0043296,1,0
 GO:0043295,1,0
 GO:0015629,2,0
 GO:0006869,1,0
 GO:0071380,1,0
 GO:0071383,1,0
 GO:0071385,2,0
GO:0005923,3,0
 GO:0060213,1,0
 GO:0051659,1,0
 GO:0042030,2,0
 GO:0051301,6,0
 GO:0061304,1,0
 GO:0008426,1,0
 GO:0042393,2,0
GO:0005884,2,0
 GO:0051873,1,0
 GO:0032402,1,0
 GO:0032403,5,1
 GO:0051879,2,0
 GO:0043123,5,0
 GO:0043122,1,0
 GO:1903052,1,0
 GO:0016222,1,0
 GO:0021819,1,0
 GO:0008553,1,0
 GO:0097481,3,0
 GO:0002639,1,0
 GO:0002548,3,0
 GO:0000910,5,0
 GO:0002544,2,0
 GO:0045792,2,0
 GO:0005662,1,0
 GO:0048813,1,0
 GO:0061732,1,0
 GO:0005667,5,0
 GO:0005669,1,0
GO:0022627,1,0
 GO:0005388,1,0
 GO:0038027,1,0
 GO:0019894,1,0
 GO:1990459,1,0
 GO:0019898,5,0
 GO:0019899,13,1
 GO:0019388,1,0
 GO:0045121,14,0
 GO:0032880,3,0
 GO:0030048,3,0
 GO:0042098,2,0
 GO:0035726,1,0
 GO:1902115,3,0
 GO:1902118,1,0
 GO:1903427,1,0
 GO:0048704,1,0
 GO:0005795,1,0
 GO:0048706,1,0
 GO:0005790,5,0
 GO:0005791,7,0
 GO:0005793,8,0
 GO:0021987,1,0
 GO:0005798,1,0
 GO:0050900,2,0
 GO:0034120,1,0
 GO:0005881,1,0
 GO:0005882,10,1
 GO:0005884,3,0
 GO:0021678,1,0
 GO:0005886,93,6
 GO:0005887,2,0
 GO:0048771,1,0
 GO:0021670,1,0
GO:0009897,1,0
 GO:0042541,1,0
 GO:0042542,8,0
 GO:0005539,2,1
 GO:0005244,4,0
 GO:0071394,1,0
 GO:0005534,1,0
 GO:0005537,1,0
 GO:0006101,1,0
 GO:0048639,1,0
 GO:0042274,2,0
 GO:0005080,4,1
 GO:0030241,1,0
 GO:0050680,1,0
 GO:0050681,1,0
 GO:0034237,1,0
 GO:0034236,1,0
 GO:0048185,1,0
 GO:0061383,1,0
 GO:0090280,1,0
 GO:0001540,1,0
 GO:0001542,1,0
GO:0000235,1,0
 GO:0035690,3,0
 GO:0080184,1,1
 GO:0060707,1,0
 GO:0035508,1,0
 GO:0060706,2,1
 GO:0035507,1,0
 GO:0045335,5,0
 GO:0045995,3,0
 GO:1903608,1,0
 GO:1901373,1,0
 GO:0010248,1,0
 GO:0040012,1,0
 GO:0040014,1,0
 GO:0040015,1,0
 GO:0010718,2,0
 GO:0010719,1,0
 GO:0040018,2,0
 GO:0040019,2,0
 GO:0010243,1,0
 GO:0045046,1,0
 GO:0010898,2,0
GO:0042641,1,0
 GO:2000249,2,0
 GO:0000305,1,0
 GO:0031755,1,0
 GO:0000307,1,0
 GO:0098639,1,0
 GO:0000302,7,1
 GO:0000303,2,0
 GO:0060670,1,0
 GO:0045429,3,0
 GO:0030117,1,0
 GO:0044117,1,0
 GO:0048037,2,0
 GO:0031715,1,0
 GO:0000122,13,0
 GO:0070557,1,0
 GO:0070555,2,0
 GO:0031579,1,0
 GO:0030041,2,0
 GO:0071556,1,0
 GO:0008053,1,0
 GO:1902177,2,0
 GO:1900229,1,0
 GO:1900738,1,0
 GO:0035748,1,0
 GO:0071953,1,1
 GO:0045931,1,0
 GO:0090136,2,0
 GO:0001895,6,0
 GO:0001894,1,0
 GO:0001893,1,0
 GO:0035987,5,0
 GO:0001891,1,0
 GO:0031372,1,0
 GO:0007015,7,1
 GO:0051461,1,0
 GO:0007016,1,0
 GO:0008090,2,0
 GO:0008091,1,0
 GO:0008092,1,0
 GO:0031402,1,0
 GO:0007019,1,0
 GO:0000055,1,0
 GO:0000056,1,0
 GO:0034614,2,0
 GO:0043596,1,0
GO:0071944,6,1
 GO:0015031,12,0
 GO:0015035,1,0
 GO:0015036,1,0
 GO:0015037,1,0
 GO:0033595,1,0
 GO:0019244,1,0
 GO:0055038,2,0
 GO:0019674,1,0
 GO:0051068,1,0
 GO:0019243,2,0
 GO:0009142,3,1
 GO:0033599,1,0
 GO:0006397,14,0
 GO:0048041,4,0
 GO:0071356,2,0
 GO:0044240,1,0
 GO:0046470,1,0
 GO:0043047,1,0
 GO:0043044,1,0
 GO:0051209,1,0
 GO:0016459,4,0
 GO:0043280,3,0
 GO:0033622,2,0
 GO:0033627,1,0
 GO:0015630,7,0
 GO:0015631,3,0
 GO:0006879,4,0
 GO:0006874,1,0
 GO:0034185,1,0
GO:0000932,1,0
 GO:0005576,28,0
 GO:0003824,1,0
 GO:0008305,1,0
 GO:0008306,1,0
 GO:0008307,3,0
 GO:0051665,1,0
 GO:0008309,1,0
 GO:0008432,2,0
 GO:0008430,3,0
 GO:0005796,3,0
 GO:0086036,1,0
 GO:0002793,2,0
 GO:0097010,1,0
 GO:0043130,1,0
 GO:0097546,1,0
 GO:0051683,1,0
 GO:0001842,1,0
 GO:0032471,2,0
 GO:0019062,1,0
 GO:0033138,4,0
 GO:0019068,1,0
 GO:2000811,1,0
 GO:0097498,1,0
 GO:0003229,1,0
 GO:0008233,6,0
 GO:0008234,2,0
 GO:0008235,2,0
 GO:0008237,2,0
 GO:0032982,1,0
 GO:0009967,2,0
 GO:0002576,3,0
 GO:0005654,64,1
 GO:0005657,1,0
 GO:0048821,1,0
 GO:0022904,2,0
 GO:0005652,1,0
 GO:0045296,3,0
 GO:0017070,1,0
GO:0043231,3,0
 GO:0030300,2,0
 GO:0032508,1,0
 GO:0030198,16,1
 GO:0032873,1,0
 GO:0032872,2,0
 GO:0032870,1,0
 GO:0002159,1,0
 GO:2000469,1,0
 GO:0008134,8,0
 GO:2000107,1,0
 GO:0005778,3,1
 GO:0019843,1,0
 GO:0048739,1,0
 GO:0048738,2,0
 GO:0006694,1,0
 GO:0006695,1,0
GO:0034663,1,0
 GO:0042391,1,0
 GO:0006450,1,0
 GO:0061738,1,0
 GO:0006457,12,0
 GO:0038166,1,0
 GO:0043534,3,0
GO:0072562,18,0
 GO:0042157,1,0
 GO:0042158,1,0
 GO:0019285,1,0
GO:0031941,1,0
 GO:0004322,1,0
 GO:0072563,1,0
 GO:0072562,5,0
 GO:0005509,31,2
 GO:2000036,1,0
 GO:0005504,3,0
 GO:0005507,4,0
 GO:0005506,4,0
 GO:0072091,1,0
 GO:2001202,2,1
 GO:2001205,2,0
 GO:0030239,1,0
 GO:0034665,1,0
 GO:0045859,2,0
 GO:0030234,1,0
 GO:0034220,1,0
 GO:0050830,6,0
 GO:0050839,5,0
 GO:0034599,3,0
 GO:0001085,1,0
 GO:0050658,1,0
 GO:0030235,1,0
 GO:0045295,1,0
 GO:0045294,2,0
 GO:0060307,1,0
 GO:0048549,2,0
 GO:0042974,1,0
 GO:0004743,1,0
 GO:0035556,1,0
 GO:0005344,1,0
 GO:0060265,1,0
 GO:0035067,1,0
 GO:0060266,1,0
 GO:0060268,1,0
 GO:0015914,1,0
 GO:0046658,1,0
 GO:0034045,1,0
 GO:0034046,1,0
 GO:1903673,1,0
 GO:0030346,1,0
 GO:0035264,1,0
 GO:0042572,1,0
 GO:0035088,1,0
 GO:0040020,1,0
 GO:0045071,1,0
 GO:0045070,2,0
 GO:0031234,2,0
 GO:0034988,1,0
 GO:0019885,1,0
 GO:0033077,1,0
 GO:0016936,1,0
 GO:2001028,1,0
 GO:0001558,1,0
 GO:0030163,2,0
 GO:0030162,1,0
 GO:0010873,2,0
 GO:0045454,11,0
 GO:0030168,3,0
 GO:0032183,1,0
 GO:0070064,1,0
 GO:0010477,1,0
 GO:0045177,2,0
 GO:0045672,1,0
 GO:0045171,1,0
 GO:1900027,2,0
 GO:0071944,5,0
 GO:0071942,1,0
 GO:0001889,6,0
 GO:0031365,1,0
 GO:0001885,1,0
 GO:0070495,1,0
 GO:0060117,1,0
 GO:0001881,1,0
 GO:0001882,1,0
 GO:0030833,1,0
 GO:0030836,2,0
 GO:0031410,4,0
 GO:0040029,1,0
 GO:0016020,100,2
 GO:0016021,7,0
 GO:0000062,1,0
 GO:0021895,1,0
 GO:0032691,1,0
 GO:0010508,1,1
 GO:2000649,1,0
 GO:2000647,1,1
 GO:0010501,1,0
 GO:2000643,4,0
 GO:2000642,1,0
GO:0043679,2,0
 GO:0055003,1,0
 GO:0055007,2,0
 GO:2000483,2,1
 GO:2000484,1,0
 GO:0008154,2,0
 GO:0044257,1,0
 GO:0048025,5,0
 GO:0003143,1,0
 GO:0051216,1,0
 GO:0097157,2,0
 GO:0019869,1,0
 GO:0036035,1,0
 GO:0006998,1,0
 GO:0030903,1,0
 GO:1904434,1,0
 GO:1904437,1,0
 GO:0033631,1,0
 GO:0015643,1,0
 GO:0070232,1,0
 GO:0008333,1,0
 GO:0009791,2,0
 GO:0051020,1,0
 GO:0007000,1,0
 GO:0007006,1,0
 GO:0003032,1,0
 GO:0007005,2,0
 GO:0086004,1,0
 GO:0031982,14,0
 GO:0006207,1,0
 GO:0086009,1,0
 GO:0030055,1,0
 GO:0051453,2,0
 GO:0051693,3,0
 GO:0097029,1,0
 GO:0043149,3,0
 GO:0051028,3,0
 GO:0035368,1,0
 GO:0016209,7,1
 GO:0043565,1,0
 GO:0030054,11,0
 GO:0008209,1,0
 GO:0007268,3,0
 GO:0007269,1,0
 GO:0007266,3,0
 GO:0007264,11,0
 GO:0007265,3,0
 GO:0008201,7,0
 GO:0008203,4,1
 GO:0048839,1,0
 GO:0032991,1,0
 GO:0017053,2,0
 GO:0005640,1,0
 GO:0021589,1,0
 GO:0006511,6,0
 GO:0017080,1,0
 GO:0002317,1,0
 GO:0008542,1,0
 GO:0001651,1,0
 GO:0032513,1,0
 GO:0045597,1,0
 GO:0043161,3,0
 GO:0006228,1,0
 GO:0032868,2,1
 GO:0032869,3,0
 GO:0097513,3,0
 GO:0001659,1,0
 GO:0001658,1,0
 GO:0048713,1,0
 GO:0002368,1,0
 GO:0048712,1,0
 GO:0034101,1,0
 GO:0061700,1,0
 GO:0072718,1,0
 GO:0042382,5,0
 GO:0006422,1,0
 GO:0031960,1,0
 GO:0031069,1,0
 GO:1903284,1,0
 GO:1903285,1,0
 GO:0031965,5,1
 GO:0031966,2,0
 GO:0042416,1,0
 GO:0042417,1,0
 GO:0010466,2,0
 GO:0045765,1,0
 GO:0042149,1,0
 GO:0010884,1,0
 GO:0005516,1,0
 GO:2000002,1,0
 GO:0005518,7,0
 GO:2000008,1,0
 GO:0045840,1,0
 GO:0046718,1,0
 GO:2001237,6,0
GO:0005638,1,0
 GO:0030224,1,0
GO:0005634,5,0
 GO:0006730,3,0
 GO:0030220,2,0
 GO:2001238,1,0
 GO:0046716,2,0
 GO:0050821,7,0
 GO:0000149,1,0
 GO:0050829,4,0
 GO:0045113,1,0
 GO:0021762,3,0
 GO:0033144,2,0
GO:0009986,16,0
 GO:0070830,2,0
 GO:0044319,1,0
 GO:0102008,1,0
 GO:0048538,1,0
 GO:0004771,1,0
 GO:0030595,1,0
 GO:0030593,3,0
 GO:0060271,1,0
 GO:0050792,1,0
 GO:0050790,5,0
 GO:0051694,1,0
GO:0005743,2,1
GO:0005740,1,0
 GO:0046889,1,0
 GO:0060079,1,0
 GO:0042562,1,0
 GO:0032268,1,0
 GO:0005159,1,0
 GO:0031080,1,0
 GO:0060291,1,0
 GO:0090398,1,0
 GO:0045069,1,0
 GO:0035094,1,0
 GO:0046928,1,0
 GO:0046883,1,0
 GO:0042554,2,0
 GO:2001045,1,0
 GO:0000346,1,0
 GO:0004177,2,0
 GO:0004175,1,0
 GO:0003906,2,0
 GO:0000398,5,0
 GO:0030175,6,0
 GO:0030176,1,0
 GO:0030246,5,0
 GO:0030170,1,0
 GO:0031175,5,0
 GO:0045444,1,0
 GO:0045445,3,0
 GO:0001525,12,0
 GO:0001523,2,0
 GO:0072541,1,0
 GO:0010642,1,0
 GO:0001520,1,1
 GO:0070820,1,0
 GO:0030672,1,0
 GO:0000920,3,0
 GO:0045665,3,0
 GO:0045666,1,0
 GO:0070006,1,0
 GO:0010468,2,0
 GO:0045669,3,0
 GO:1900087,3,0
 GO:1900086,1,0
 GO:0044829,1,0
 GO:0097284,2,1
 GO:0000212,1,0
 GO:0009306,3,0
 GO:0044822,110,3
 GO:0044393,1,0
 GO:0044390,1,0
 GO:0035308,1,0
 GO:0070488,2,0
 GO:0071281,2,0
 GO:0071280,1,0
 GO:0071285,1,0
 GO:0071284,1,0
 GO:0071287,1,0
GO:0051286,1,0
 GO:0071288,1,0
 GO:0016055,3,0
 GO:0032680,1,0
 GO:0001780,1,0
 GO:0032689,1,0
 GO:0001851,1,0
 GO:0045716,1,0
 GO:0010517,1,0
 GO:0014839,1,0
 GO:0055015,2,0
 GO:0055010,1,0
 GO:0008143,3,0
 GO:0043931,1,0
 GO:0008144,3,0
 GO:0009411,1,0
 GO:0009410,1,0
 GO:0071847,1,0
 GO:0046661,1,0
 GO:0021943,1,0
 GO:0048260,4,0
 GO:0031226,2,0
 GO:0006986,3,0
 GO:0006987,1,0
 GO:0006982,1,0
 GO:0006983,1,0
 GO:0030911,1,0
 GO:0009636,4,0
 GO:0071665,1,0
 GO:0016479,1,0
 GO:0016477,8,1
 GO:0018401,1,0
 GO:0016471,1,0
 GO:0001886,2,0
 GO:0070493,1,0
 GO:0007585,1,0
 GO:0007584,2,0
 GO:0061136,1,0
 GO:2000786,1,0
 GO:2000785,1,0
 GO:0043626,1,0
 GO:0043627,5,0
 GO:0043624,1,0
 GO:0043622,2,0
 GO:0043623,3,0
 GO:0003376,1,0
 GO:0030317,1,0
 GO:0051539,1,0
 GO:0051538,1,0
 GO:1902396,1,0
 GO:0061133,1,0
 GO:0043154,5,0
 GO:0032532,1,0
 GO:0043152,2,0
 GO:0043153,1,0
 GO:0071681,2,0
 GO:0005094,2,0
 GO:0021861,1,0
 GO:1904715,1,0
GO:1904115,3,0
 GO:0016272,1,0
 GO:0071260,6,0
 GO:0033158,1,0
 GO:0003972,1,0
 GO:0048608,1,0
 GO:0008211,1,0
 GO:0008217,4,0
 GO:0016023,3,0
 GO:0051220,2,0
 GO:0051223,2,0
 GO:0003979,1,0
 GO:0051225,1,0
 GO:0051224,1,0
 GO:0021592,1,0
 GO:0005638,2,0
 GO:0005981,1,0
 GO:0048846,1,0
 GO:0005635,6,0
 GO:0005634,158,4
 GO:0003779,10,0
 GO:0002685,1,0
 GO:0032922,1,0
 GO:0000038,2,0
 GO:0050919,2,0
 GO:0006508,7,0
 GO:0097451,1,0
 GO:0097452,1,0
 GO:0003774,1,0
 GO:0033031,1,0
 GO:0035902,1,0
 GO:0033033,1,0
 GO:0031072,3,0
 GO:0016301,1,0
 GO:0001890,4,1
 GO:0086010,1,0
 GO:0006183,1,0
 GO:0019825,3,0
 GO:2000121,1,0
 GO:0005743,12,1
 GO:0044793,1,0
 GO:0005741,1,0
 GO:0034680,1,0
 GO:0034681,1,0
 GO:0005749,1,0
 GO:0009897,13,0
 GO:0006436,1,0
 GO:0034115,1,0
 GO:1903277,1,0
 GO:0034113,1,0
 GO:0034446,4,0
 GO:0034111,1,0
 GO:0000932,2,0
 GO:0010506,1,0
 GO:0001578,1,0
 GO:0042177,2,0
 GO:1900159,1,0
 GO:0019915,1,0
 GO:0022615,1,0
 GO:0042602,1,0
 GO:0042359,1,0
 GO:0060441,1,0
 GO:0060445,2,0
 GO:0060447,1,0
 GO:0060449,1,0
 GO:0002227,3,0
 GO:0002221,1,0
 GO:2001225,1,0
 GO:0048666,1,0
 GO:0045876,1,0
 GO:0042289,1,0
 GO:0030216,5,1
 GO:0030218,3,0
 GO:0050815,1,0
 GO:1990643,1,0
 GO:0048365,3,0
 GO:0050812,1,0
 GO:0042775,1,0
 GO:0032057,1,0
 GO:0042770,1,0
 GO:0019834,2,0
 GO:0050679,1,0
 GO:0019836,1,0
 GO:2000308,1,0
 GO:0010988,1,0
 GO:0048525,1,0
 GO:2000300,1,0
GO:0016020,3,0
 GO:0005168,1,0
 GO:0015935,3,0
 GO:0015934,1,0
 GO:0034063,1,0
 GO:0043278,1,0
 GO:0042593,1,0
GO:0016324,10,2
 GO:0060047,2,0
 GO:0042590,1,0
 GO:0060041,2,0
 GO:0046677,1,0
 GO:0033591,4,1
 GO:0033814,1,0
 GO:0034663,5,0
 GO:0003223,1,1
 GO:0034666,1,0
 GO:0034667,1,0
 GO:0030548,1,0
 GO:0031092,2,0
 GO:0030544,2,0
 GO:0031098,1,0
 GO:0032211,1,0
 GO:0046879,1,0
 GO:0010181,1,0
 GO:0048291,1,0
 GO:0046872,26,2
 GO:0046875,1,0
 GO:0042824,1,0
 GO:0090090,1,0
 GO:0035105,1,0
 GO:0030141,4,0
 GO:0030140,1,0
 GO:0030145,2,0
 GO:0045471,11,1
 GO:0046785,1,0
 GO:0070925,1,0
 GO:0010269,2,0
 GO:0001533,2,1
 GO:0070585,1,0
 GO:0010458,1,0
 GO:0015485,4,0
 GO:0009925,1,0
GO:0022625,2,0
 GO:0045651,1,0
 GO:0071526,2,0
 GO:0045120,2,0
 GO:0010324,1,0
 GO:0070034,1,0
 GO:0045499,1,0
 GO:0060716,1,0
 GO:0099601,1,0
 GO:0060828,1,0
 GO:0046464,1,0
 GO:0009314,1,0
 GO:0000266,1,0
 GO:0044387,1,0
 GO:0010826,1,0
 GO:0004017,1,1
 GO:0031307,1,0
 GO:0060135,1,0
 GO:0060325,3,0
 GO:0043542,1,0
 GO:0051186,1,0
 GO:0051180,1,0
 GO:0051181,1,0
 GO:0031434,1,0
 GO:0051183,1,0
 GO:0009609,1,0
 GO:0016045,1,0
 GO:0016042,4,0
 GO:0051219,5,0
 GO:0070459,1,0
 GO:0006974,3,0
 GO:0006999,1,0
 GO:0071456,3,0
 GO:0071985,1,0
 GO:0045725,1,0
 GO:0016684,1,1
 GO:0001843,3,0
 GO:0045723,1,0
 GO:1990254,2,0
 GO:0051054,1,0
 GO:0008135,1,0
 GO:0014823,5,1
 GO:0051059,4,1
 GO:0000462,1,0
 GO:0009408,4,0
 GO:0009409,4,0
 GO:0031232,3,0
 GO:0043434,6,0
 GO:0043433,1,0
 GO:0009629,1,0
 GO:0097602,1,0
 GO:0010310,1,0
 GO:0000715,1,0
 GO:0071674,2,0
 GO:0016460,3,0
 GO:0071677,1,0
 GO:0007599,1,0
 GO:0007595,1,0
 GO:0007596,5,0
 GO:0007597,1,0
 GO:0003014,1,0
 GO:0008045,1,0
 GO:0043388,2,0
 GO:0051450,1,0
 GO:0007067,6,0
 GO:0006221,1,0
 GO:0040008,1,0
 GO:0006888,2,0
 GO:0006885,2,0
 GO:0006884,1,0
 GO:0006887,2,0
 GO:0006886,13,0
 GO:0006883,1,0
 GO:0042288,2,0
 GO:0043366,1,0
 GO:0016264,1,0
 GO:0033148,1,0
 GO:0071276,1,0
 GO:0071277,2,0
 GO:0008266,2,0
 GO:0007283,7,0
 GO:0003810,1,0
 GO:0002507,1,0
 GO:0002502,1,0
 GO:0048854,1,0
 GO:0042632,3,0
 GO:0005622,19,0
 GO:0005623,1,0
 GO:0002693,1,0
 GO:1904707,1,0
 GO:1990416,1,0
 GO:0003746,2,0
 GO:0097460,1,0
 GO:0003743,5,0
 GO:0032849,1,0
 GO:0016311,2,0
 GO:0097191,2,1
 GO:0097190,1,0
 GO:0007009,2,0
 GO:0002162,2,0
 GO:0002438,1,0
 GO:0019835,2,0
 GO:0072372,2,0
 GO:0072377,1,0
 GO:0072378,4,1
 GO:0007566,5,1
 GO:0005198,20,2
GO:0016323,2,1
 GO:0005750,2,1
 GO:0098869,7,1
 GO:0005753,4,0
 GO:0005758,2,1
 GO:0005759,9,0
 GO:0006402,1,0
 GO:0006407,1,0
 GO:0006406,2,0
 GO:0042168,1,0
 GO:0009887,1,0
GO:0005589,1,1
 GO:0042162,1,0
 GO:0017137,1,0
 GO:0042167,1,0
 GO:0017134,1,0
 GO:0019900,5,0
 GO:0019901,16,0
 GO:0019902,1,0
 GO:0019903,5,0
 GO:0019904,16,1
 GO:0019905,1,0
 GO:0004802,1,0
 GO:0042612,1,0
 GO:0004807,1,0
 GO:0004806,1,0
 GO:0042345,1,0
 GO:0045198,1,0
 GO:0050482,1,0
GO:0002080,1,0
 GO:0002230,4,0
 GO:0005577,5,1
 GO:0002236,1,0
 GO:0002237,1,0
 GO:0045860,1,0
 GO:0045861,2,0
 GO:0005578,22,1
 GO:0048675,2,0
 GO:0050808,2,0
 GO:0048677,1,0
GO:0005615,2,0
 GO:0006997,4,0
 GO:0050806,1,0
 GO:0006713,1,0
 GO:1990635,1,0
 GO:0042769,2,0
 GO:1903392,1,0
 GO:0090176,1,0
 GO:0043547,6,0
 GO:0045261,3,0
 GO:0050660,4,0
 GO:0050661,2,1
 GO:0050665,2,0
 GO:0072201,1,0
 GO:0097433,1,0
 GO:0048511,2,0
 GO:0048514,1,0
 GO:0031091,4,0
 GO:0010952,3,1
 GO:0005178,12,1
 GO:0035259,2,0
 GO:0034097,2,0
 GO:1902732,1,0
 GO:0060052,1,0
 GO:0010954,1,0
 GO:0030371,1,0
 GO:0035257,1,0
 GO:0030374,2,0
 GO:0060055,1,0
 GO:0042581,3,0
 GO:0046604,1,0
 GO:1990737,1,0
 GO:0042588,1,0
 GO:0061051,1,0
 GO:0061050,1,0
 GO:0006556,1,0
 GO:0035869,1,0
 GO:0048678,3,0
 GO:1990124,1,0
 GO:1900182,1,0
 GO:0048773,1,0
 GO:0010193,2,1
 GO:0043544,1,0
 GO:0042834,1,0
 GO:0016363,14,1
 GO:0000132,1,0
 GO:0032467,1,0
 GO:0071360,1,0
 GO:0030159,1,0
 GO:1902600,1,0
 GO:0030154,7,0
 GO:0071361,1,0
 GO:0007186,2,0
 GO:0001501,3,0
 GO:0001956,1,0
 GO:0001503,3,0
 GO:0000815,2,0
 GO:0070934,1,0
 GO:0070935,2,0
 GO:0043027,4,0
 GO:0070932,1,0
 GO:0000904,3,1
 GO:0001955,1,0
 GO:0000902,3,0
 GO:0000900,1,0
 GO:0010447,1,0
 GO:0010332,2,0
 GO:0070848,2,0
GO:0042995,1,0
 GO:1903078,1,0
 GO:0071560,3,0
 GO:0004029,1,0
 GO:2000510,1,0
 GO:0035329,1,0
 GO:1900747,1,1
 GO:0016071,1,0
 GO:1903076,2,0
 GO:0035904,1,0
 GO:0032437,2,0
 GO:0043558,1,0
 GO:0033572,2,0
 GO:2000676,1,0
 GO:0015075,1,0
 GO:2000675,1,0
 GO:0071461,2,0
 GO:0001878,1,0
